cd89156df8101309e53fda0145dbac9e011cb7f6,DELETE,regular-file,R_map_with_layout/.Rhistory,19782,
3ede9c6b5bf5d0a4d3bade17fc41f160db083eba,DELETE,regular-file,R_map_with_layout/Perdiz_2018_post_layout_revisitado.zip,2152927,
78b34d7ce66c4fe2c34ef6a434b4dda920e489ba,DELETE,regular-file,R_map_with_layout/SAm_CAm_shape.dbf,48252,
a30c00a55de19be195abf9e942f6cff93bf0a825,DELETE,regular-file,R_map_with_layout/SAm_CAm_shape.prj,143,
5fbc831e743348854289f8b0cacd8b553b1262cc,DELETE,regular-file,R_map_with_layout/SAm_CAm_shape.qpj,257,
487ea52139cb8ed384b660bcfafece072b29dc0d,DELETE,regular-file,R_map_with_layout/SAm_CAm_shape.shp,993664,
b9d923586e9451c718f82b1bb795bf1938385e75,DELETE,regular-file,R_map_with_layout/SAm_CAm_shape.shx,396,
77b52e3a377557e54ad4929c6e93abda3760aa8f,DELETE,regular-file,R_map_with_layout/esec_niquia.kml,107798,
f3372b651b8b41cb8ec60873a3a2a2ba580cc08f,DELETE,regular-file,R_map_with_layout/parna_serra_da_mocidade.kml,81800,
46268377099ab47c6c847da3fcdd64780bdfda6f,DELETE,regular-file,R_map_with_layout/post_layout_revisitado.Rmd,14195,
accd4741988092616426acaa473ab89d19b66d9e,DELETE,regular-file,R_map_with_layout/post_layout_revisitado.md,17783,
9b0043f00d06007c45e579f201c55233e58e512a,DELETE,regular-file,R_map_with_layout/post_layout_revisitado_files/figure-gfm/unnamed-chunk-4-1.png,85539,
721deee8a6402293691a8b2bec0cb17c38c71c81,DELETE,regular-file,R_map_with_layout/rios.cpg,6,
9e5be05bec47a46de726b4f2fdfe876fd4e4dfb7,DELETE,regular-file,R_map_with_layout/rios.dbf,303781,
a30c00a55de19be195abf9e942f6cff93bf0a825,DELETE,regular-file,R_map_with_layout/rios.prj,143,
5fbc831e743348854289f8b0cacd8b553b1262cc,DELETE,regular-file,R_map_with_layout/rios.qpj,257,
adc1cf8215d8911e655d250a18855232284d348c,DELETE,regular-file,R_map_with_layout/rios.shp,1779196,
134d59ff1ca7088ea9f3f8dad1e7800ddf23c2f1,DELETE,regular-file,R_map_with_layout/rios.shx,14892,
721deee8a6402293691a8b2bec0cb17c38c71c81,DELETE,regular-file,R_map_with_layout/rios2.cpg,6,
0d94dc84e123f0b0c2007e8dc6817a9717c0013e,DELETE,regular-file,R_map_with_layout/rios2.dbf,19553,
a30c00a55de19be195abf9e942f6cff93bf0a825,DELETE,regular-file,R_map_with_layout/rios2.prj,143,
5fbc831e743348854289f8b0cacd8b553b1262cc,DELETE,regular-file,R_map_with_layout/rios2.qpj,257,
1edcf2f39eab9ff4391710dbba3cbabea3595fb0,DELETE,regular-file,R_map_with_layout/rios2.shp,499828,
c7c7b32d382b5c1901a6e751b722c45ad100a784,DELETE,regular-file,R_map_with_layout/rios2.shx,13092,
2e595941d10682bf6c9d8515e32f4c9b40a9c6d7,DELETE,regular-file,R_map_with_layout/rodrigues_etal_2017_coordenadas_novos_registros.csv,421,
18dd9e4537047a9a92e575e6c312a1e6e8b0d5d2,DELETE,regular-file,R_map_with_layout/roraima.dbf,467,
7af762dae0300324387e44cbd608ac0d1767b59a,DELETE,regular-file,R_map_with_layout/roraima.prj,150,
f125ebac51adfbe581259b86120ee3401b8583ed,DELETE,regular-file,R_map_with_layout/roraima.qpj,304,
e482d48b94c1def6ea0981ab02fb12cd5832fb86,DELETE,regular-file,R_map_with_layout/roraima.shp,31340,
a8b94f826d6e345475d98dfe7d3f8129caeae677,DELETE,regular-file,R_map_with_layout/roraima.shx,108,
9df1705e33b0075c70fc265bfcd53dc6c0f64b93,DELETE,regular-file,R_map_with_layout/tincognita.gpx,424472,